"","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"2386","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","0.5","cm",NA,36.39492619,-80.28556778,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Hanging Rock State Park; First mod recently burned in contolled burn for QUIL","public",14267189
"2387","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.938842735,-81.739003965,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Loose Mountain","public",14267190
"2388","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,36.1,-82.1,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Falls Creek","public",14267191
"2389","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.851042765,-81.9119315,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",14267192
"2390","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","12.5","cm",NA,35.833540726,-81.901433766,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",14267193
"2391","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","12.5","cm",NA,35.418735148,-83.997033688,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",14267194
"2392","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.416012104,-84.026659685,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",14267195
"2393","Rhododendron",NA,"diameter at breast height (1.3 m)","3.75","cm",NA,35.859998186,-81.908047147,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",14267204
"2394","Rhododendron",NA,"diameter at breast height (1.3 m)","0.5","cm",NA,35.098522552,-82.956660901,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Gorges SP - Grassy Ridge","public",14267197
"2395","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.358720578,-83.960046646,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",14267198
"2396","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.353319659,-82.776688506,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Pink Beds","public",14267199
"2397","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","12.5","cm",NA,35.091330039,-82.897344101,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Gorges SP - Twin Falls","public",14267200
"2398","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.103716164,-82.891157904,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Gorges SP - Frozen Creek Road","public",14267201
"2399","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,36.3892876,-81.0824374,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Stone Mountain State Park","public",14267202
"2400","Rhododendron",NA,"diameter at breast height (1.3 m)","3.75","cm",NA,35.852675623,-81.910621304,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",14267205
"2401","Rhododendron",NA,"diameter at breast height (1.3 m)","1.75","cm",NA,35.8354539,-81.898798149,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",14267206
"2402","Rhododendron",NA,"diameter at breast height (1.3 m)","0.5","cm",NA,34.994719283,-83.092345703,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",14267207
"2403","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.385083333,-83.10215,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Balsam Mountain Preserve","public",14267655
"2404","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.374866664,-83.118983333,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Balsam Mountain Preserve","public",14267656
"2405","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","3.75","cm",NA,36.029166331,-81.898745608,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Pineola","public",14267659
"2406","Rhododendron","Rhododendron viscosum","diameter at breast height (1.3 m)","3.75","cm",NA,35.2,-82.6,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Dupont State Forest - Tom Creek Bog","public",14267663
"2407","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,34.8,-83.1,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Oconee Station State Historic Site","public",14369560
"2408","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","7.5","cm",NA,35.381953555,-83.960895281,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",14369543
"2409","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,35.236580797,-83.235077708,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Kirby Knob","public",14369544
"2410","Rhododendron",NA,"diameter at breast height (1.3 m)","7.5","cm",NA,35.461410853,-83.969753766,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",14369546
"2411","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","0.5","cm",NA,34.864957932,-83.09897275,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Oconee SP - Tamassee Knob","public",14369547
"2412","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","3.75","cm",NA,36.39186166,-81.554728668,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Bluff Mountain","public",14369549
"2413","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","12.5","cm",NA,35.362020891,-82.866663626,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",14369550
"2414","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","3.75","cm",NA,36.406382258,-81.467488525,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Mount Jefferson State Park","public",14369551
"2415","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,36.116625831,-81.819295711,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Grandfather Mountain","public",14369553
"2416","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.852986341,-81.905309064,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",14369554
"2417","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.945189707,-81.909356169,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",14369555
"2418","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","17.5","cm",NA,35.443265365,-84.003670036,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",14369556
"2419","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.35988537,-83.9420027,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",14369557
"2420","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.1,-83.1,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area & Chattooga River Watershed","public",14369561
"2421","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.269588663,-83.457972269,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Little Tennessee River","public",14369562
"2422","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.269875964,-82.328503097,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Green River Game Land","public",14369563
"2423","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,36.362207555,-81.64681105,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Long Hope Valley","public",14369564
"2424","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,36.435163662,-81.010957884,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Brush Creek Bog","public",14369565
"2425","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.103716164,-82.891157904,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Gorges SP - Frozen Creek Road","public",14369566
"2426","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.746499395,-82.101128249,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Fork Mountain","public",14369567
"2427","Rhododendron",NA,"diameter at breast height (1.3 m)","1.75","cm",NA,35.018935954,-83.074312322,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",14369568
"2428","Rhododendron","Rhododendron vaseyi","diameter at breast height (1.3 m)","0.5","cm",NA,36.097809568,-81.828542594,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Grandfather Mountain","public",14369569
"2429","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","0.5","cm",NA,35.163005292,-83.025324507,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Panthertown Valley","public",14370067
"2430","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","0.5","cm",NA,35.371594342,-82.882954275,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",14469322
"2431","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,35.441050024,-83.976714998,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",14469323
"2432","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","22.5","cm",NA,35.379964627,-83.975789651,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",14469324
"2433","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,36.39186166,-81.554728668,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Bluff Mountain","public",14469325
"2434","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","17.5","cm",NA,36.092937826,-82.145073097,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Roan Mountain","public",14469327
"2435","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","12.5","cm",NA,35.372667472,-82.842693506,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",14469329
"2436","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.903701403,-81.887270757,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",14469330
"2437","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.368450472,-82.817612744,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",14469332
"2438","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.352539933,-82.879210192,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",14469334
"2439","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.418735148,-83.997033688,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",14469335
"2440","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.461410853,-83.969753766,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",14469336
"2441","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.009790762,-83.125779114,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",14469338
"2442","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,34.996755195,-83.098503818,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",14469339
"2443","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","17.5","cm",NA,35.002444128,-83.074102022,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",14469340
"2444","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.010304171,-83.48038005,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Little Lodgepole Mountain","public",14469341
"2445","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.159538906,-83.017147778,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Panthertown Valley","public",14469342
"2446","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,36.435180895,-81.381157097,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"New River Bottoms","public",14469343
"2447","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.091330039,-82.897344101,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Gorges SP - Twin Falls","public",14469344
"2448","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.08818244,-82.951577122,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Gorges SP - Grassy Ridge","public",14469345
"2449","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","12.5","cm",NA,35.384513953,-82.724508679,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Bradley Creek","public",14469346
"2450","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,36.44523424,-81.06088043,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Bullhead Mountain; Plot is just east of road, a short distance up from the park corner","public",14469349
"2451","Rhododendron",NA,"diameter at breast height (1.3 m)","3.75","cm",NA,35.951058421,-81.920068315,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",14469350
"2452","Rhododendron",NA,"diameter at breast height (1.3 m)","1.75","cm",NA,35.428893326,-82.838797854,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",14469351
"2453","Rhododendron","Rhododendron arborescens","diameter at breast height (1.3 m)","1.75","cm",NA,35.036667693,-83.28564898,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Scaly Mountain","public",14568617
"2454","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","3.75","cm",NA,35.072910146,-83.53490404,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahal NF - Bee Tree Knob","public",14568619
"2455","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","0.5","cm",NA,35.838173434,-81.896835854,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",14568620
"2456","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","0.5","cm",NA,35.874211479,-81.888270177,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",14568622
"2457","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","12.5","cm",NA,35.03143552,-83.53526589,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Standing Indian Mountain","public",14568623
